Component Pins:
Owner   Type  Dir         Value  Name
    10  bit   IN          FALSE  halui.mdi-command-08 <== pdnt.button.probe-z
    10  bit   IN          FALSE  halui.mdi-command-09
    10  bit   IN          FALSE  halui.mdi-command-10
    10  bit   IN          FALSE  halui.mdi-command-11
    10  bit   IN          FALSE  halui.mdi-command-12
    10  bit   IN          FALSE  halui.mdi-command-13
    10  bit   IN          FALSE  halui.mdi-command-14 <== pdnt.button.m-home
    10  bit   IN          FALSE  halui.mdi-command-15
    10  bit   IN          FALSE  halui.mdi-command-16
    10  bit   IN          FALSE  halui.mdi-command-17
    10  bit   IN          FALSE  halui.mdi-command-18
    10  bit   OUT         FALSE  halui.mist.is-on ==> pdnt.mist.is-on
    10  bit   IN          FALSE  halui.mist.off <== pdnt.mist.off
    10  bit   IN          FALSE  halui.mist.on <== pdnt.mist.on
    10  bit   IN          FALSE  halui.mode.auto
    10  bit   OUT         FALSE  halui.mode.is-auto ==> pdnt.mode.is-auto
    10  bit   OUT          TRUE  halui.mode.is-joint ==> pdnt.mode.is-joint
    10  bit   OUT          TRUE  halui.mode.is-manual ==> pdnt.mode.is-manual
    10  bit   OUT         FALSE  halui.mode.is-mdi ==> MDI-mode
    10  bit   OUT         FALSE  halui.mode.is-teleop ==> pdnt.mode.is-teleop
    10  bit   IN          FALSE  halui.mode.joint <== pdnt.mode.joint
    10  bit   IN          FALSE  halui.mode.manual <== pdnt.mode.manual
    10  bit   IN          FALSE  halui.mode.mdi <== pdnt.mode.mdi
    10  bit   IN          FALSE  halui.mode.teleop
    10  bit   OUT          TRUE  halui.program.block-delete.is-on
    10  bit   IN          FALSE  halui.program.block-delete.off
    10  bit   IN          FALSE  halui.program.block-delete.on
    10  bit   OUT          TRUE  halui.program.is-idle ==> idle-on
    10  bit   OUT         FALSE  halui.program.is-paused ==> prog-paused
    10  bit   OUT         FALSE  halui.program.is-running ==> emc-auto
    10  bit   OUT          TRUE  halui.program.optional-stop.is-on
    10  bit   IN          FALSE  halui.program.optional-stop.off
    10  bit   IN          FALSE  halui.program.optional-stop.on
    10  bit   IN          FALSE  halui.program.pause
    10  bit   IN          FALSE  halui.program.resume
    10  bit   IN          FALSE  halui.program.run
    10  bit   IN          FALSE  halui.program.step
    10  bit   IN          FALSE  halui.program.stop
    10  bit   IN           TRUE  halui.rapid-override.count-enable
    10  s32   IN              0  halui.rapid-override.counts
    10  bit   IN          FALSE  halui.rapid-override.decrease
    10  bit   IN          FALSE  halui.rapid-override.direct-value
    10  bit   IN          FALSE  halui.rapid-override.increase
    10  bit   IN          FALSE  halui.rapid-override.reset
    10  float IN            0.1  halui.rapid-override.scale
    10  float OUT             1  halui.rapid-override.value
    10  bit   OUT          TRUE  halui.spindle.0.brake-is-on
    10  bit   IN          FALSE  halui.spindle.0.brake-off
    10  bit   IN          FALSE  halui.spindle.0.brake-on
    10  bit   IN          FALSE  halui.spindle.0.decrease <== pdnt.spindle.decrease
    10  bit   IN          FALSE  halui.spindle.0.forward <== pdnt.spindle.forward
    10  bit   IN          FALSE  halui.spindle.0.increase <== pdnt.spindle.increase
    10  bit   OUT         FALSE  halui.spindle.0.is-on
    10  bit   IN           TRUE  halui.spindle.0.override.count-enable
    10  s32   IN              0  halui.spindle.0.override.counts
    10  bit   IN          FALSE  halui.spindle.0.override.decrease <== pdnt.spindle.override.decrease
    10  bit   IN          FALSE  halui.spindle.0.override.direct-value
    10  bit   IN          FALSE  halui.spindle.0.override.increase <== pdnt.spindle.override.increase
    10  bit   IN          FALSE  halui.spindle.0.override.reset
    10  float IN            0.1  halui.spindle.0.override.scale
    10  float OUT             1  halui.spindle.0.override.value ==> pdnt.spindle.override.value
    10  bit   IN          FALSE  halui.spindle.0.reverse <== pdnt.spindle.reverse
    10  bit   OUT         FALSE  halui.spindle.0.runs-backward
    10  bit   OUT         FALSE  halui.spindle.0.runs-forward
    10  bit   IN          FALSE  halui.spindle.0.start <== pdnt.spindle.start
    10  bit   IN          FALSE  halui.spindle.0.stop <== pdnt.spindle.stop
    10  float OUT             0  halui.tool.diameter
    10  float OUT             0  halui.tool.length_offset.a
    10  float OUT             0  halui.tool.length_offset.b
    10  float OUT             0  halui.tool.length_offset.c
    10  float OUT             0  halui.tool.length_offset.u
    10  float OUT             0  halui.tool.length_offset.v
    10  float OUT             0  halui.tool.length_offset.w
    10  float OUT             0  halui.tool.length_offset.x
    10  float OUT             0  halui.tool.length_offset.y
    10  float OUT             0  halui.tool.length_offset.z
    10  u32   OUT    0x00000000  halui.tool.number
    61  s32   IN              0  ilowpass.a.enc-smooth.in <== pdnt.axis.a.jog-counts
    61  s32   OUT             0  ilowpass.a.enc-smooth.out ==> ilowpass-enc-a
    61  s32   OUT            48  ilowpass.a.enc-smooth.time
    61  s32   IN              0  ilowpass.x.enc-smooth.in <== pdnt.axis.x.jog-counts
    61  s32   OUT             0  ilowpass.x.enc-smooth.out ==> ilowpass-enc-x
    61  s32   OUT           212  ilowpass.x.enc-smooth.time
    61  s32   IN              0  ilowpass.y.enc-smooth.in <== pdnt.axis.y.jog-counts
    61  s32   OUT             0  ilowpass.y.enc-smooth.out ==> ilowpass-enc-y
    61  s32   OUT            40  ilowpass.y.enc-smooth.time
    61  s32   IN              0  ilowpass.z.enc-smooth.in <== pdnt.axis.z.jog-counts
    61  s32   OUT             0  ilowpass.z.enc-smooth.out ==> ilowpass-enc-z
    61  s32   OUT            48  ilowpass.z.enc-smooth.time
   137  float IN              0  ini.0.backlash
   137  float IN             10  ini.0.ferror
   137  float IN              0  ini.0.home
   137  float IN           -0.5  ini.0.home_offset
   137  s32   IN              2  ini.0.home_sequence
   137  float IN           1250  ini.0.max_acceleration
   137  float IN            672  ini.0.max_limit
   137  float IN            200  ini.0.max_velocity
   137  float IN              1  ini.0.min_ferror
   137  float IN          -0.01  ini.0.min_limit
   137  float IN              0  ini.1.backlash
   137  float IN             10  ini.1.ferror
   137  float IN              0  ini.1.home
   137  float IN           -1.1  ini.1.home_offset
   137  s32   IN             -1  ini.1.home_sequence
   137  float IN           1250  ini.1.max_acceleration
   137  float IN           1254  ini.1.max_limit
   137  float IN            180  ini.1.max_velocity
   137  float IN              1  ini.1.min_ferror
   137  float IN          -0.01  ini.1.min_limit
   137  float IN              0  ini.2.backlash
   137  float IN             10  ini.2.ferror
   137  float IN              0  ini.2.home
   137  float IN           -0.1  ini.2.home_offset
   137  s32   IN             -1  ini.2.home_sequence
   137  float IN           1250  ini.2.max_acceleration
   137  float IN           1254  ini.2.max_limit
   137  float IN            180  ini.2.max_velocity
   137  float IN              1  ini.2.min_ferror
   137  float IN          -0.01  ini.2.min_limit
   137  float IN              0  ini.3.backlash
   137  float IN             10  ini.3.ferror
   137  float IN              0  ini.3.home
   137  float IN            1.5  ini.3.home_offset
   137  s32   IN              0  ini.3.home_sequence
   137  float IN           1250  ini.3.max_acceleration
   137  float IN           0.01  ini.3.max_limit
   137  float IN            125  ini.3.max_velocity
   137  float IN              1  ini.3.min_ferror
   137  float IN           -207  ini.3.min_limit
   137  float IN              0  ini.4.backlash
   137  float IN             10  ini.4.ferror
   137  float IN              0  ini.4.home
   137  float IN             -1  ini.4.home_offset
   137  s32   IN              0  ini.4.home_sequence
   137  float IN           2000  ini.4.max_acceleration
   137  float IN          1e+99  ini.4.max_limit
   137  float IN            250  ini.4.max_velocity
   137  float IN              1  ini.4.min_ferror
   137  float IN         -1e+99  ini.4.min_limit
   137  float IN           2000  ini.a.max_acceleration
   137  float IN          1e+99  ini.a.max_limit
   137  float IN            250  ini.a.max_velocity
   137  float IN         -1e+99  ini.a.min_limit
   137  float IN              0  ini.b.max_acceleration
   137  float IN              0  ini.b.max_limit
   137  float IN              0  ini.b.max_velocity
   137  float IN              0  ini.b.min_limit
   137  float IN              0  ini.c.max_acceleration
   137  float IN              0  ini.c.max_limit
   137  float IN              0  ini.c.max_velocity
   137  float IN              0  ini.c.min_limit
   137  bit   IN           TRUE  ini.traj_arc_blend_enable
   137  bit   IN          FALSE  ini.traj_arc_blend_fallback_enable
   137  float IN              4  ini.traj_arc_blend_gap_cycles
   137  s32   IN             50  ini.traj_arc_blend_optimization_depth
   137  float IN            100  ini.traj_arc_blend_ramp_freq
   137  float IN            0.1  ini.traj_arc_blend_tangent_kink_ratio
   137  float IN          1e+99  ini.traj_default_acceleration
   137  float IN            100  ini.traj_default_velocity
   137  float IN          1e+99  ini.traj_max_acceleration
   137  float IN            200  ini.traj_max_velocity
   137  float IN              0  ini.u.max_acceleration
   137  float IN              0  ini.u.max_limit
   137  float IN              0  ini.u.max_velocity
   137  float IN              0  ini.u.min_limit
   137  float IN              0  ini.v.max_acceleration
   137  float IN              0  ini.v.max_limit
   137  float IN              0  ini.v.max_velocity
   137  float IN              0  ini.v.min_limit
   137  float IN              0  ini.w.max_acceleration
   137  float IN              0  ini.w.max_limit
   137  float IN              0  ini.w.max_velocity
   137  float IN              0  ini.w.min_limit
   137  float IN           1250  ini.x.max_acceleration
   137  float IN            672  ini.x.max_limit
   137  float IN            200  ini.x.max_velocity
   137  float IN          -0.01  ini.x.min_limit
   137  float IN           1250  ini.y.max_acceleration
   137  float IN           1254  ini.y.max_limit
   137  float IN            180  ini.y.max_velocity
   137  float IN          -0.01  ini.y.min_limit
   137  float IN           1250  ini.z.max_acceleration
   137  float IN           0.01  ini.z.max_limit
   137  float IN            125  ini.z.max_velocity
   137  float IN           -207  ini.z.min_limit
     4  bit   OUT         FALSE  iocontrol.0.coolant-flood
     4  bit   OUT         FALSE  iocontrol.0.coolant-mist
     4  bit   IN           TRUE  iocontrol.0.emc-enable-in <== emc-enable-groot-error
     4  bit   OUT         FALSE  iocontrol.0.lube
     4  bit   IN          FALSE  iocontrol.0.lube_level
     4  bit   OUT         FALSE  iocontrol.0.tool-change
     4  bit   IN          FALSE  iocontrol.0.tool-changed
     4  s32   OUT             0  iocontrol.0.tool-from-pocket
     4  s32   OUT             0  iocontrol.0.tool-number
     4  s32   OUT             0  iocontrol.0.tool-prep-index
     4  s32   OUT             0  iocontrol.0.tool-prep-number
     4  s32   OUT             0  iocontrol.0.tool-prep-pocket
     4  bit   OUT         FALSE  iocontrol.0.tool-prepare
     4  bit   IN          FALSE  iocontrol.0.tool-prepared
     4  bit   OUT         FALSE  iocontrol.0.user-enable-out ==> SYS-estop-out
     4  bit   OUT         FALSE  iocontrol.0.user-request-enable
    29  float OUT             0  joint.0.acc-cmd
    29  bit   OUT          TRUE  joint.0.active
    29  bit   OUT         FALSE  joint.0.amp-enable-out
    29  bit   IN          FALSE  joint.0.amp-fault-in
    29  float OUT             0  joint.0.backlash-corr
    29  float OUT             0  joint.0.backlash-filt
    29  float OUT             0  joint.0.backlash-vel
    29  float OUT             0  joint.0.coarse-pos-cmd
    29  bit   OUT         FALSE  joint.0.error
    29  float OUT             0  joint.0.f-error
    29  float OUT             1  joint.0.f-error-lim
    29  bit   OUT         FALSE  joint.0.f-errored
    29  bit   OUT         FALSE  joint.0.faulted
    29  float OUT             0  joint.0.free-pos-cmd
    29  bit   OUT         FALSE  joint.0.free-tp-enable
    29  float OUT             0  joint.0.free-vel-lim
    29  s32   OUT             0  joint.0.home-state
    29  bit   IN          FALSE  joint.0.home-sw-in
    29  bit   OUT         FALSE  joint.0.homed
    29  bit   OUT         FALSE  joint.0.homing
    29  bit   OUT          TRUE  joint.0.in-position
    29  bit   I/O         FALSE  joint.0.index-enable
    29  float IN              1  joint.0.jog-accel-fraction
    29  s32   IN              0  joint.0.jog-counts
    29  bit   IN          FALSE  joint.0.jog-enable
    29  float IN              0  joint.0.jog-scale
    29  bit   IN          FALSE  joint.0.jog-vel-mode
    29  bit   OUT         FALSE  joint.0.kb-jog-active
    29  float OUT            -0  joint.0.motor-offset
    29  float OUT             0  joint.0.motor-pos-cmd
    29  float IN              0  joint.0.motor-pos-fb
    29  bit   OUT         FALSE  joint.0.neg-hard-limit
    29  bit   IN          FALSE  joint.0.neg-lim-sw-in
    29  float OUT             0  joint.0.pos-cmd
    29  float OUT             0  joint.0.pos-fb
    29  bit   OUT         FALSE  joint.0.pos-hard-limit
    29  bit   IN          FALSE  joint.0.pos-lim-sw-in
    29  float OUT             0  joint.0.vel-cmd
    29  bit   OUT         FALSE  joint.0.wheel-jog-active
    29  float OUT             0  joint.1.acc-cmd
    29  bit   OUT          TRUE  joint.1.active
    29  bit   OUT         FALSE  joint.1.amp-enable-out
    29  bit   IN          FALSE  joint.1.amp-fault-in
    29  float OUT             0  joint.1.backlash-corr
    29  float OUT             0  joint.1.backlash-filt
    29  float OUT             0  joint.1.backlash-vel
    29  float OUT             0  joint.1.coarse-pos-cmd
    29  bit   OUT         FALSE  joint.1.error
    29  float OUT             0  joint.1.f-error
    29  float OUT             1  joint.1.f-error-lim
    29  bit   OUT         FALSE  joint.1.f-errored
    29  bit   OUT         FALSE  joint.1.faulted
    29  float OUT             0  joint.1.free-pos-cmd
    29  bit   OUT         FALSE  joint.1.free-tp-enable
    29  float OUT             0  joint.1.free-vel-lim
    29  s32   OUT             0  joint.1.home-state
    29  bit   IN          FALSE  joint.1.home-sw-in
    29  bit   OUT         FALSE  joint.1.homed
    29  bit   OUT         FALSE  joint.1.homing
    29  bit   OUT          TRUE  joint.1.in-position
    29  bit   I/O         FALSE  joint.1.index-enable
    29  float IN              1  joint.1.jog-accel-fraction
    29  s32   IN              0  joint.1.jog-counts
    29  bit   IN          FALSE  joint.1.jog-enable
    29  float IN              0  joint.1.jog-scale
    29  bit   IN          FALSE  joint.1.jog-vel-mode
    29  bit   OUT         FALSE  joint.1.kb-jog-active
    29  float OUT            -0  joint.1.motor-offset
    29  float OUT             0  joint.1.motor-pos-cmd
    29  float IN              0  joint.1.motor-pos-fb
    29  bit   OUT         FALSE  joint.1.neg-hard-limit
    29  bit   IN          FALSE  joint.1.neg-lim-sw-in
    29  float OUT             0  joint.1.pos-cmd
    29  float OUT             0  joint.1.pos-fb
    29  bit   OUT         FALSE  joint.1.pos-hard-limit
    29  bit   IN          FALSE  joint.1.pos-lim-sw-in
    29  float OUT             0  joint.1.vel-cmd
    29  bit   OUT         FALSE  joint.1.wheel-jog-active
    29  float OUT             0  joint.2.acc-cmd
    29  bit   OUT          TRUE  joint.2.active
    29  bit   OUT         FALSE  joint.2.amp-enable-out
    29  bit   IN          FALSE  joint.2.amp-fault-in
    29  float OUT             0  joint.2.backlash-corr
    29  float OUT             0  joint.2.backlash-filt
    29  float OUT             0  joint.2.backlash-vel
    29  float OUT             0  joint.2.coarse-pos-cmd
    29  bit   OUT         FALSE  joint.2.error
    29  float OUT             0  joint.2.f-error
    29  float OUT             1  joint.2.f-error-lim
    29  bit   OUT         FALSE  joint.2.f-errored
    29  bit   OUT         FALSE  joint.2.faulted
    29  float OUT             0  joint.2.free-pos-cmd
    29  bit   OUT         FALSE  joint.2.free-tp-enable
    29  float OUT             0  joint.2.free-vel-lim
    29  s32   OUT             0  joint.2.home-state
    29  bit   IN          FALSE  joint.2.home-sw-in
    29  bit   OUT         FALSE  joint.2.homed
    29  bit   OUT         FALSE  joint.2.homing
    29  bit   OUT          TRUE  joint.2.in-position
    29  bit   I/O         FALSE  joint.2.index-enable
    29  float IN              1  joint.2.jog-accel-fraction
    29  s32   IN              0  joint.2.jog-counts
    29  bit   IN          FALSE  joint.2.jog-enable
    29  float IN              0  joint.2.jog-scale
    29  bit   IN          FALSE  joint.2.jog-vel-mode
    29  bit   OUT         FALSE  joint.2.kb-jog-active
    29  float OUT            -0  joint.2.motor-offset
    29  float OUT             0  joint.2.motor-pos-cmd
    29  float IN              0  joint.2.motor-pos-fb
    29  bit   OUT         FALSE  joint.2.neg-hard-limit
    29  bit   IN          FALSE  joint.2.neg-lim-sw-in
    29  float OUT             0  joint.2.pos-cmd
    29  float OUT             0  joint.2.pos-fb
    29  bit   OUT         FALSE  joint.2.pos-hard-limit
    29  bit   IN          FALSE  joint.2.pos-lim-sw-in
    29  float OUT             0  joint.2.vel-cmd
    29  bit   OUT         FALSE  joint.2.wheel-jog-active
    29  float OUT             0  joint.3.acc-cmd
    29  bit   OUT          TRUE  joint.3.active
    29  bit   OUT         FALSE  joint.3.amp-enable-out
    29  bit   IN          FALSE  joint.3.amp-fault-in
    29  float OUT             0  joint.3.backlash-corr
    29  float OUT             0  joint.3.backlash-filt
    29  float OUT             0  joint.3.backlash-vel
    29  float OUT             0  joint.3.coarse-pos-cmd
    29  bit   OUT         FALSE  joint.3.error
    29  float OUT             0  joint.3.f-error
    29  float OUT             1  joint.3.f-error-lim
    29  bit   OUT         FALSE  joint.3.f-errored
    29  bit   OUT         FALSE  joint.3.faulted
    29  float OUT             0  joint.3.free-pos-cmd
    29  bit   OUT         FALSE  joint.3.free-tp-enable
    29  float OUT             0  joint.3.free-vel-lim
    29  s32   OUT             0  joint.3.home-state
    29  bit   IN          FALSE  joint.3.home-sw-in
    29  bit   OUT         FALSE  joint.3.homed
    29  bit   OUT         FALSE  joint.3.homing
    29  bit   OUT          TRUE  joint.3.in-position
    29  bit   I/O         FALSE  joint.3.index-enable
    29  float IN              1  joint.3.jog-accel-fraction
    29  s32   IN              0  joint.3.jog-counts
    29  bit   IN          FALSE  joint.3.jog-enable
    29  float IN              0  joint.3.jog-scale
    29  bit   IN          FALSE  joint.3.jog-vel-mode
    29  bit   OUT         FALSE  joint.3.kb-jog-active
    29  float OUT            -0  joint.3.motor-offset
    29  float OUT             0  joint.3.motor-pos-cmd
    29  float IN              0  joint.3.motor-pos-fb
    29  bit   OUT         FALSE  joint.3.neg-hard-limit
    29  bit   IN          FALSE  joint.3.neg-lim-sw-in
    29  float OUT             0  joint.3.pos-cmd
    29  float OUT             0  joint.3.pos-fb
    29  bit   OUT         FALSE  joint.3.pos-hard-limit
    29  bit   IN          FALSE  joint.3.pos-lim-sw-in
    29  float OUT             0  joint.3.vel-cmd
    29  bit   OUT         FALSE  joint.3.wheel-jog-active
    29  float OUT             0  joint.4.acc-cmd
    29  bit   OUT          TRUE  joint.4.active
    29  bit   OUT         FALSE  joint.4.amp-enable-out
    29  bit   IN          FALSE  joint.4.amp-fault-in
    29  float OUT             0  joint.4.backlash-corr
    29  float OUT             0  joint.4.backlash-filt
    29  float OUT             0  joint.4.backlash-vel
    29  float OUT             0  joint.4.coarse-pos-cmd
    29  bit   OUT         FALSE  joint.4.error
    29  float OUT             0  joint.4.f-error
    29  float OUT             1  joint.4.f-error-lim
    29  bit   OUT         FALSE  joint.4.f-errored
    29  bit   OUT         FALSE  joint.4.faulted
    29  float OUT             0  joint.4.free-pos-cmd
    29  bit   OUT         FALSE  joint.4.free-tp-enable
    29  float OUT             0  joint.4.free-vel-lim
    29  s32   OUT             0  joint.4.home-state
    29  bit   IN          FALSE  joint.4.home-sw-in
    29  bit   OUT         FALSE  joint.4.homed
    29  bit   OUT         FALSE  joint.4.homing
    29  bit   OUT          TRUE  joint.4.in-position
    29  bit   I/O         FALSE  joint.4.index-enable
    29  float IN              1  joint.4.jog-accel-fraction
    29  s32   IN              0  joint.4.jog-counts
    29  bit   IN          FALSE  joint.4.jog-enable
    29  float IN              0  joint.4.jog-scale
    29  bit   IN          FALSE  joint.4.jog-vel-mode
    29  bit   OUT         FALSE  joint.4.kb-jog-active
    29  float OUT            -0  joint.4.motor-offset
    29  float OUT             0  joint.4.motor-pos-cmd
    29  float IN              0  joint.4.motor-pos-fb
    29  bit   OUT         FALSE  joint.4.neg-hard-limit
    29  bit   IN          FALSE  joint.4.neg-lim-sw-in
    29  float OUT             0  joint.4.pos-cmd
    29  float OUT             0  joint.4.pos-fb
    29  bit   OUT         FALSE  joint.4.pos-hard-limit
    29  bit   IN          FALSE  joint.4.pos-lim-sw-in
    29  float OUT             0  joint.4.vel-cmd
    29  bit   OUT         FALSE  joint.4.wheel-jog-active
    37  float I/O             0  lcec.0.AI1.ain-0-bias
    37  bit   OUT         FALSE  lcec.0.AI1.ain-0-error
    37  bit   OUT         FALSE  lcec.0.AI1.ain-0-overrange
    37  s32   OUT         13073  lcec.0.AI1.ain-0-raw
    37  float I/O             1  lcec.0.AI1.ain-0-scale
    37  bit   OUT         FALSE  lcec.0.AI1.ain-0-underrange
    37  float OUT     0.3989685  lcec.0.AI1.ain-0-val ==> AI-ATC-temp-sensor
    37  float I/O             0  lcec.0.AI1.ain-1-bias
    37  bit   OUT         FALSE  lcec.0.AI1.ain-1-error
    37  bit   OUT         FALSE  lcec.0.AI1.ain-1-overrange
    37  s32   OUT             0  lcec.0.AI1.ain-1-raw
    37  float I/O             1  lcec.0.AI1.ain-1-scale
    37  bit   OUT         FALSE  lcec.0.AI1.ain-1-underrange
    37  float OUT             0  lcec.0.AI1.ain-1-val ==> AI-SYS-fieldvoltage
    37  float I/O             0  lcec.0.AI1.ain-2-bias
    37  bit   OUT         FALSE  lcec.0.AI1.ain-2-error
    37  bit   OUT         FALSE  lcec.0.AI1.ain-2-overrange
    37  s32   OUT             0  lcec.0.AI1.ain-2-raw
    37  float I/O             1  lcec.0.AI1.ain-2-scale
    37  bit   OUT         FALSE  lcec.0.AI1.ain-2-underrange
    37  float OUT             0  lcec.0.AI1.ain-2-val
    37  float I/O             0  lcec.0.AI1.ain-3-bias
    37  bit   OUT         FALSE  lcec.0.AI1.ain-3-error
    37  bit   OUT         FALSE  lcec.0.AI1.ain-3-overrange
    37  s32   OUT             0  lcec.0.AI1.ain-3-raw
    37  float I/O             1  lcec.0.AI1.ain-3-scale
    37  bit   OUT         FALSE  lcec.0.AI1.ain-3-underrange
    37  float OUT             0  lcec.0.AI1.ain-3-val
    37  bit   OUT          TRUE  lcec.0.AI1.slave-online
    37  bit   OUT          TRUE  lcec.0.AI1.slave-oper
    37  bit   OUT         FALSE  lcec.0.AI1.slave-state-init
    37  bit   OUT          TRUE  lcec.0.AI1.slave-state-op
    37  bit   OUT         FALSE  lcec.0.AI1.slave-state-preop
    37  bit   OUT         FALSE  lcec.0.AI1.slave-state-safeop
    37  bit   OUT          TRUE  lcec.0.DI1.din-0
    37  bit   OUT         FALSE  lcec.0.DI1.din-0-not ==> DI-CNC-min-home-x
    37  bit   OUT          TRUE  lcec.0.DI1.din-1
    37  bit   OUT         FALSE  lcec.0.DI1.din-1-not
    37  bit   OUT          TRUE  lcec.0.DI1.din-2
    37  bit   OUT         FALSE  lcec.0.DI1.din-2-not ==> DI-CNC-min-home-a
    37  bit   OUT          TRUE  lcec.0.DI1.din-3
    37  bit   OUT         FALSE  lcec.0.DI1.din-3-not ==> DI-CNC-min-home-y1
    37  bit   OUT          TRUE  lcec.0.DI1.din-4
    37  bit   OUT         FALSE  lcec.0.DI1.din-4-not ==> DI-CNC-min-home-y2
    37  bit   OUT         FALSE  lcec.0.DI1.din-5
    37  bit   OUT          TRUE  lcec.0.DI1.din-5-not ==> DI-CNC-min-home-z
    37  bit   OUT         FALSE  lcec.0.DI1.din-6
    37  bit   OUT          TRUE  lcec.0.DI1.din-6-not
    37  bit   OUT         FALSE  lcec.0.DI1.din-7
    37  bit   OUT          TRUE  lcec.0.DI1.din-7-not
    37  bit   OUT          TRUE  lcec.0.DI1.slave-online
    37  bit   OUT          TRUE  lcec.0.DI1.slave-oper
    37  bit   OUT         FALSE  lcec.0.DI1.slave-state-init
    37  bit   OUT          TRUE  lcec.0.DI1.slave-state-op
    37  bit   OUT         FALSE  lcec.0.DI1.slave-state-preop
    37  bit   OUT         FALSE  lcec.0.DI1.slave-state-safeop
    37  bit   OUT         FALSE  lcec.0.DI2.din-0 ==> DI-ATC-tool-sensor
    37  bit   OUT          TRUE  lcec.0.DI2.din-0-not
    37  bit   OUT          TRUE  lcec.0.DI2.din-1 ==> DI-ATC-drawbar-sensor
    37  bit   OUT         FALSE  lcec.0.DI2.din-1-not ==> DI-ATC-drawbar-sensor-not
    37  bit   OUT          TRUE  lcec.0.DI2.din-2 ==> DI-ESTOP-ext
    37  bit   OUT         FALSE  lcec.0.DI2.din-2-not ==> DI-ESTOP-ext-not
    37  bit   OUT          TRUE  lcec.0.DI2.din-3
    37  bit   OUT         FALSE  lcec.0.DI2.din-3-not ==> DI-ATC-home
    37  bit   OUT          TRUE  lcec.0.DI2.slave-online
    37  bit   OUT          TRUE  lcec.0.DI2.slave-oper
    37  bit   OUT         FALSE  lcec.0.DI2.slave-state-init
    37  bit   OUT          TRUE  lcec.0.DI2.slave-state-op
    37  bit   OUT         FALSE  lcec.0.DI2.slave-state-preop
    37  bit   OUT         FALSE  lcec.0.DI2.slave-state-safeop
    37  bit   OUT          TRUE  lcec.0.DI3.din-0
    37  bit   OUT         FALSE  lcec.0.DI3.din-0-not ==> DI-CNC-tls
    37  bit   OUT         FALSE  lcec.0.DI3.din-1
    37  bit   OUT          TRUE  lcec.0.DI3.din-1-not ==> DI-CNC-probe
    37  bit   OUT          TRUE  lcec.0.DI3.din-2 ==> DI-CNC-tls-ot
    37  bit   OUT         FALSE  lcec.0.DI3.din-2-not ==> DI-CNC-tls-ot-not
    37  bit   OUT         FALSE  lcec.0.DI3.din-3
    37  bit   OUT          TRUE  lcec.0.DI3.din-3-not ==> DI-ATC-pocket
    37  bit   OUT          TRUE  lcec.0.DI3.slave-online
    37  bit   OUT          TRUE  lcec.0.DI3.slave-oper
    37  bit   OUT         FALSE  lcec.0.DI3.slave-state-init
    37  bit   OUT          TRUE  lcec.0.DI3.slave-state-op
    37  bit   OUT         FALSE  lcec.0.DI3.slave-state-preop
    37  bit   OUT         FALSE  lcec.0.DI3.slave-state-safeop
    37  bit   OUT         FALSE  lcec.0.DI4.din-0 ==> DI-ATC-man-button
    37  bit   OUT          TRUE  lcec.0.DI4.din-0-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-1 ==> DI-CNC-pressure-alarm
    37  bit   OUT          TRUE  lcec.0.DI4.din-1-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-2
    37  bit   OUT          TRUE  lcec.0.DI4.din-2-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-3
    37  bit   OUT          TRUE  lcec.0.DI4.din-3-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-4
    37  bit   OUT          TRUE  lcec.0.DI4.din-4-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-5 ==> DI-ATC-toolpresence
    37  bit   OUT          TRUE  lcec.0.DI4.din-5-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-6 ==> DI-ATC-door1
    37  bit   OUT          TRUE  lcec.0.DI4.din-6-not
    37  bit   OUT         FALSE  lcec.0.DI4.din-7 ==> DI-ATC-door2
    37  bit   OUT          TRUE  lcec.0.DI4.din-7-not
    37  bit   OUT          TRUE  lcec.0.DI4.slave-online
    37  bit   OUT          TRUE  lcec.0.DI4.slave-oper
    37  bit   OUT         FALSE  lcec.0.DI4.slave-state-init
    37  bit   OUT          TRUE  lcec.0.DI4.slave-state-op
    37  bit   OUT         FALSE  lcec.0.DI4.slave-state-preop
    37  bit   OUT         FALSE  lcec.0.DI4.slave-state-safeop
    37  bit   IN          FALSE  lcec.0.DO1.dout-0 <== DO-CNC-flood
    37  bit   IN          FALSE  lcec.0.DO1.dout-1 <== DO-CNC-mist
    37  bit   IN          FALSE  lcec.0.DO1.dout-10
    37  bit   IN          FALSE  lcec.0.DO1.dout-11
    37  bit   IN          FALSE  lcec.0.DO1.dout-12
    37  bit   IN          FALSE  lcec.0.DO1.dout-13
    37  bit   IN          FALSE  lcec.0.DO1.dout-14
    37  bit   IN          FALSE  lcec.0.DO1.dout-15
    37  bit   IN          FALSE  lcec.0.DO1.dout-2 <== DO-ATC-status-light
    37  bit   IN          FALSE  lcec.0.DO1.dout-3 <== DO-ATC-cone-clean
    37  bit   IN          FALSE  lcec.0.DO1.dout-4 <== DO-ATC-drawbar-actuator
